CAN Message; 0x1d3:00006797e9c12c86
1739209598.691602;-35.57807855764607
1739209598.6916077;-38.13080360867914
1739209598.6916134;-45.120503652039325
1739209598.6916192;-38.13080360867914
1739209598.6916249;-38.13080360867914
1739209598.6916306;-38.13080360867914
1739209598.6916363;-45.120503652039325
1739209598.691642;-35.57807855764607
1739209598.6916478;-45.120503652039325
1739209598.6916535;-45.120503652039325
1739209598.6916592;-45.120503652039325
1739209598.691665;-33.981070128970906
1739209598.6916707;-38.13080360867914
1739209598.6916764;-45.120503652039325
1739209598.691682;-45.120503652039325
1739209598.6916878;-38.13080360867914
1739209598.6916935;-38.13080360867914
1739209598.6916993;-38.13080360867914
1739209598.691705;-45.120503652039325
1739209598.6917107;-45.120503652039325
1739209598.6917164;-38.13080360867914
1739209598.6917222;-45.120503652039325
1739209598.6917279;-45.120503652039325
1739209598.6917336;-45.120503652039325
1739209598.6917393;-38.13080360867914
1739209598.691745;-32.816014438256545
1739209598.6917508;-45.120503652039325
1739209598.6917565;-45.120503652039325
1739209598.6917622;-38.13080360867914
1739209598.691768;-38.13080360867914
1739209598.6917737;-38.13080360867914
1739209598.6917794;-38.13080360867914
1739209598.691785;-38.13080360867914
1739209598.6917908;-38.13080360867914
1739209598.6917965;-38.13080360867914
